Recognized ABC Sieve file:
ABC File
Switching to Exponentiating using GMP
(394^7987-1)^2-2 is composite: RES64: [B455CD74FB7A7951] (188.0659s+0.4770s)
(394^7992-1)^2-2 is composite: RES64: [27DB0684704CD74C] (190.2659s+0.2336s)
(394^8004+1)^2-2 is composite: RES64: [05FF5E1E9CA9B274] (196.9408s+0.1753s)
(394^8008-1)^2-2 is composite: RES64: [60A4B36B634D92C0] (189.6211s+0.1622s)
(394^8012+1)^2-2 is composite: RES64: [444815BFA6C29B1C] (189.2122s+0.3589s)
(394^8015+1)^2-2 is composite: RES64: [31BB9FCEF66DE1E1] (189.6303s+0.2374s)
(394^8017-1)^2-2 is composite: RES64: [BE76888036E93196] (188.8259s+0.2364s)
(394^8019-1)^2-2 is composite: RES64: [2D79F462FA19084F] (189.7705s+0.2316s)
(394^8023-1)^2-2 is composite: RES64: [3D901E7A963AF7E0] (191.0966s+0.2016s)
(394^8025+1)^2-2 is composite: RES64: [9308F4CBA3DE6A14] (224.4870s+0.1448s)
(394^8031+1)^2-2 is composite: RES64: [C88819AB1390BDCB] (208.9255s+0.1281s)
(394^8040-1)^2-2 is composite: RES64: [5D0AF000C2398592] (204.0994s+0.2194s)
(394^8043+1)^2-2 is composite: RES64: [A6F371CD2CCF3104] (213.9083s+0.6440s)
(394^8050-1)^2-2 is composite: RES64: [70E073AF4F20F741] (211.2167s+0.2319s)
(394^8052+1)^2-2 is composite: RES64: [D27C4456427D1121] (214.5307s+0.3171s)
(394^8058-1)^2-2 is composite: RES64: [6B2E3E0C09A4F862] (208.3440s+0.1299s)
(394^8060+1)^2-2 is composite: RES64: [1938B7C83A33002A] (215.8972s+0.2359s)
(394^8062-1)^2-2 is composite: RES64: [B1BD3133867F2DAE] (213.6657s+0.2973s)
(394^8064+1)^2-2 is composite: RES64: [03682AB4E9BA440B] (219.2374s+0.0917s)
(394^8073-1)^2-2 is composite: RES64: [EC9BC1593E5782F8] (213.1298s+0.1519s)
(394^8079-1)^2-2 is composite: RES64: [C72C409B42727152] (206.0751s+0.1010s)
(394^8082+1)^2-2 is composite: RES64: [CE412F6B1B19E30E] (213.2555s+0.1351s)
(394^8090+1)^2-2 is composite: RES64: [813409902E6BD4AA] (208.6555s+0.2416s)
(394^8092-1)^2-2 is composite: RES64: [488551F7769292B1] (211.9923s+0.4163s)
(394^8093+1)^2-2 is composite: RES64: [9420FFB34F9C26CB] (211.1801s+0.2346s)
(394^8094+1)^2-2 is composite: RES64: [D693466AD54285C3] (211.7427s+0.2371s)
(394^8111+1)^2-2 is composite: RES64: [2E75CC3E265CD3BD] (208.6033s+0.2514s)
(394^8119-1)^2-2 is composite: RES64: [48E003B0C352D6DB] (206.7775s+0.1166s)
(394^8135+1)^2-2 is composite: RES64: [AFCBBDBF57D2FC6F] (209.6415s+0.5010s)
(394^8143-1)^2-2 is composite: RES64: [B0DE32DBBD3AB6D3] (214.3099s+0.1958s)
(394^8145+1)^2-2 is composite: RES64: [E8C92C4F57605022] (209.9157s+0.2470s)
(394^8151+1)^2-2 is composite: RES64: [EBD5AF2789591643] (211.9856s+0.2198s)
(394^8152-1)^2-2 is composite: RES64: [9B6B2741E508BACB] (213.7349s+0.2437s)
(394^8162+1)^2-2 is composite: RES64: [8B14C24FDFC395D8] (211.9617s+0.2159s)
(394^8166-1)^2-2 is composite: RES64: [DD2EFA500F778831] (214.8180s+0.2435s)
(394^8167-1)^2-2 is composite: RES64: [ABF6E78E2E0E5CFD] (215.9607s+0.1339s)
(394^8178-1)^2-2 is composite: RES64: [6D22015FBE30664D] (215.6375s+0.1342s)
(394^8190+1)^2-2 is composite: RES64: [66F9F6727249F12F] (214.2931s+0.1954s)
(394^8190-1)^2-2 is composite: RES64: [50729D4EEF9C1E1A] (218.3477s+0.5159s)
(394^8196-1)^2-2 is composite: RES64: [D81A962F533F42EC] (214.3471s+0.3055s)
(394^8201+1)^2-2 is composite: RES64: [2B5D799F7884E0CD] (213.5490s+0.6479s)
(394^8208+1)^2-2 is composite: RES64: [F00BA2579549A6ED] (215.8039s+0.1125s)
(394^8217-1)^2-2 is composite: RES64: [BB603C30E6F13D72] (211.7120s+0.4023s)
(394^8220-1)^2-2 is composite: RES64: [2CD50C9E58A2DD42] (214.9296s+0.1401s)
(394^8223-1)^2-2 is composite: RES64: [432203A79865670B] (211.2490s+0.5096s)
(394^8230-1)^2-2 is composite: RES64: [4C844314F6BE7BCF] (215.8214s+0.3930s)
(394^8233-1)^2-2 is composite: RES64: [5E0D32B87A1B1F3C] (217.0107s+0.1116s)
(394^8237+1)^2-2 is composite: RES64: [A200B362FEFB80EB] (217.7324s+0.1409s)
(394^8242-1)^2-2 is composite: RES64: [755842A81EAAC56B] (229.5642s+0.2126s)
(394^8245-1)^2-2 is composite: RES64: [01F9F4AB62BE60E9] (637.9972s+0.1122s)
(394^8250+1)^2-2 is composite: RES64: [7F9674BE12F5C6C3] (886.2510s+0.0976s)
(394^8252+1)^2-2 is composite: RES64: [0CF23B0097078393] (1360.6535s+0.0952s)
(394^8255+1)^2-2 is composite: RES64: [DF639D04739A4C40] (597.1714s+5.9623s)
(394^8256-1)^2-2 is composite: RES64: [58C976AD2D05A513] (630.8749s+0.0211s)
(394^8262-1)^2-2 is composite: RES64: [24B3610599D0857A] (350.6455s+0.1925s)
(394^8268+1)^2-2 is composite: RES64: [8A08893A648BC8F8] (313.6715s+0.0965s)
(394^8268-1)^2-2 is composite: RES64: [C86C1396CB755EBC] (330.8865s+0.7532s)
(394^8271+1)^2-2 is composite: RES64: [1EA04FCB20400DF0] (326.4660s+0.1003s)
(394^8273+1)^2-2 is composite: RES64: [75880220485934DF] (347.1807s+0.8038s)
(394^8285+1)^2-2 is composite: RES64: [37257C50D5EB97FE] (342.5492s+0.7637s)
(394^8288+1)^2-2 is composite: RES64: [91AF60A64F557157] (331.2448s+1.4154s)
(394^8289-1)^2-2 is composite: RES64: [CD23E0AC289B8A51] (267.8679s+0.0327s)
(394^8290-1)^2-2 is composite: RES64: [80BD8959391349A3] (281.5362s+0.1894s)
(394^8295+1)^2-2 is composite: RES64: [6BED0FD85B9ECD0C] (248.0100s+0.2251s)
(394^8295-1)^2-2 is composite: RES64: [59BB8FF94A4A89EE] (307.3880s+0.3012s)
(394^8298-1)^2-2 is composite: RES64: [2F0939DC75FB5766] (228.5754s+0.0802s)
(394^8313+1)^2-2 is composite: RES64: [B42EAA93B3CE118F] (253.7513s+0.6360s)
(394^8315+1)^2-2 is composite: RES64: [3A81769AE8D45110] (244.2372s+0.1056s)
(394^8322+1)^2-2 is composite: RES64: [33A553853C94784C] (252.7899s+0.1183s)
(394^8323-1)^2-2 is composite: RES64: [EE07AFED75E7E847] (244.6472s+0.1777s)
(394^8328+1)^2-2 is composite: RES64: [2919C515BFA43193] (233.7404s+0.5010s)
(394^8329-1)^2-2 is composite: RES64: [48AB793D9E4B45BF] (257.0146s+0.1458s)
(394^8331+1)^2-2 is composite: RES64: [187692BD6600A832] (361.5144s+0.2653s)
(394^8337-1)^2-2 is composite: RES64: [B8D11A1C30072046] (314.2578s+0.1313s)
(394^8340-1)^2-2 is composite: RES64: [4909BFEE055519EE] (292.4776s+0.0173s)
(394^8350-1)^2-2 is composite: RES64: [E3F07595B2A38A2C] (267.4182s+0.1499s)
(394^8352-1)^2-2 is composite: RES64: [AABDB0D43C4DCB72] (321.6647s+0.1464s)
(394^8358+1)^2-2 is composite: RES64: [9CFADBD5EFD7915C] (345.1971s+0.9876s)
(394^8358-1)^2-2 is composite: RES64: [7E44D468FF1FB795] (295.7340s+0.0808s)
(394^8364+1)^2-2 is composite: RES64: [6332D9F3E725E566] (249.5412s+0.1055s)
(394^8370-1)^2-2 is composite: RES64: [32B459DFA26AA5A3] (265.0464s+0.8337s)
(394^8373-1)^2-2 is composite: RES64: [16E785841127F0AD] (279.1502s+0.0553s)
(394^8388+1)^2-2 is composite: RES64: [7C14660D3F675624] (230.7589s+0.4634s)
(394^8389-1)^2-2 is composite: RES64: [78B85A1A73E3FE66] (217.9127s+0.3123s)
(394^8393+1)^2-2 is composite: RES64: [A7E0C6DF2175C2AB] (218.4607s+0.7343s)
(394^8403-1)^2-2 is composite: RES64: [B361F0523467D19F] (218.0540s+0.3593s)
(394^8409-1)^2-2 is composite: RES64: [12536FCAECD6B5B5] (224.8205s+0.2191s)
(394^8412+1)^2-2 is composite: RES64: [544698964C870A74] (222.4871s+0.3123s)
(394^8415-1)^2-2 is composite: RES64: [0D010BE41D072966] (221.9895s+0.0067s)
(394^8418-1)^2-2 is composite: RES64: [FDF9FDEB7C057B4D] (220.8829s+0.2187s)
(394^8419-1)^2-2 is composite: RES64: [4A5E93C185866390] (217.9763s+0.3123s)
(394^8424+1)^2-2 is composite: RES64: [599FCF30FDDC34B9] (226.2537s+0.1287s)
(394^8432+1)^2-2 is composite: RES64: [9D0481096C53E1BA] (220.2993s+0.2554s)
(394^8433-1)^2-2 is composite: RES64: [F0E5574AF9A6EBBA] (228.4493s+0.4999s)
(394^8439-1)^2-2 is composite: RES64: [9835AB1486E9C726] (224.1799s+0.5154s)
(394^8442+1)^2-2 is composite: RES64: [0DBA5511D5F21C70] (222.4689s+0.1318s)
(394^8442-1)^2-2 is composite: RES64: [822C7BBEE943D342] (223.1329s+0.3436s)
(394^8448-1)^2-2 is composite: RES64: [765AB52D621FED6B] (220.6083s+0.1962s)
(394^8472+1)^2-2 is composite: RES64: [6F903F649FE1BBE9] (222.7112s+0.3438s)
(394^8473-1)^2-2 is composite: RES64: [BA886B3CA6F88BCD] (222.3939s+0.5408s)
(394^8481+1)^2-2 is composite: RES64: [BAC2272AE29586AC] (222.3290s+0.3061s)
(394^8487-1)^2-2 is composite: RES64: [8E2B7F5259459CA6] (220.5472s+0.2334s)
(394^8490-1)^2-2 is composite: RES64: [4C45D0FA006628C1] (217.6479s+0.4372s)
(394^8492+1)^2-2 is composite: RES64: [7D2757A03CBDE848] (220.9923s+0.2500s)
(394^8505-1)^2-2 is composite: RES64: [E9D9AD5BB037F8F5] (223.1008s+0.3123s)
(394^8514+1)^2-2 is composite: RES64: [FBF5D5DE5BCDB743] (224.2219s+0.2498s)
(394^8515-1)^2-2 is composite: RES64: [478974F3E430D46C] (222.4768s+0.6458s)
(394^8532+1)^2-2 is composite: RES64: [6BA2A869D147BD4E] (224.1906s+0.1609s)
(394^8535-1)^2-2 is composite: RES64: [97872ABEA5E97A47] (223.9872s+1.0978s)
(394^8541+1)^2-2 is composite: RES64: [6575E8C7274D3073] (224.8313s+0.2864s)
(394^8542-1)^2-2 is composite: RES64: [92DCDE2F054C0FAC] (225.0623s+0.0708s)
(394^8545-1)^2-2 is composite: RES64: [E89247EC7655A99F] (222.8980s+0.3123s)
(394^8547-1)^2-2 is composite: RES64: [B8D129F742BA38EC] (223.9759s+0.2507s)
(394^8548-1)^2-2 is composite: RES64: [1048EE1104F3B28A] (224.5863s+0.6560s)
(394^8550-1)^2-2 is composite: RES64: [0897E82FCF2A3441] (220.2883s+0.5316s)
(394^8559-1)^2-2 is composite: RES64: [3F2967F8404D29EF] (224.2067s+0.4578s)
(394^8563-1)^2-2 is composite: RES64: [1AD5339E837B0D43] (225.4135s+0.5311s)
(394^8580-1)^2-2 is composite: RES64: [232736F6C2EB4F4B] (223.3768s+0.1323s)
(394^8591+1)^2-2 is composite: RES64: [FDB88BD0AB40EFC7] (224.8161s+0.0984s)
(394^8598-1)^2-2 is composite: RES64: [D6B3AC907550C44B] (225.3912s+0.2093s)
(394^8600+1)^2-2 is composite: RES64: [8752E2E57419CB41] (230.5621s+0.0859s)
(394^8602-1)^2-2 is composite: RES64: [8B1C4F676F923409] (226.6901s+0.1778s)
(394^8604+1)^2-2 is composite: RES64: [B292F0C16CE20B81] (232.0559s+0.2342s)
(394^8613-1)^2-2 is composite: RES64: [64887681E6373790] (223.2735s+0.9374s)
(394^8622-1)^2-2 is composite: RES64: [542DF66D74311079] (227.9671s+0.5932s)
(394^8628+1)^2-2 is composite: RES64: [1D5CFD10A644AEC3] (231.1494s+0.9948s)
(394^8642+1)^2-2 is composite: RES64: [B86072B1C05A0F56] (225.3675s+0.4685s)
(394^8652+1)^2-2 is composite: RES64: [4DAFD0B04C7CFAF3] (227.7823s+0.3346s)
(394^8655-1)^2-2 is composite: RES64: [E2BE17BA8E181359] (226.5709s+0.7499s)
(394^8659-1)^2-2 is composite: RES64: [E73AA1CADFFA2982] (234.1655s+0.2655s)
(394^8677-1)^2-2 is composite: RES64: [91810FC4E93A0876] (226.9301s+0.3750s)
(394^8687+1)^2-2 is composite: RES64: [197BB7A7625A2181] (230.2263s+0.7034s)
(394^8690+1)^2-2 is composite: RES64: [43823C3E20879C3E] (225.9144s+0.5310s)
(394^8695-1)^2-2 is composite: RES64: [48973FCB70A8D48D] (226.7583s+0.3127s)
(394^8728-1)^2-2 is composite: RES64: [6C827E1C387BFD4E] (229.8370s+0.2810s)
(394^8735+1)^2-2 is composite: RES64: [971995317FDCEC12] (226.8666s+0.4685s)
(394^8743-1)^2-2 is composite: RES64: [8AD380B425363E5A] (226.8995s+0.3906s)
(394^8745-1)^2-2 is composite: RES64: [E41A734FDCE5EEC9] (229.3682s+0.5152s)
(394^8754+1)^2-2 is composite: RES64: [E843DD425DC0020F] (230.1198s+0.2340s)
(394^8766-1)^2-2 is composite: RES64: [A56C86B85BDE2890] (230.8130s+0.3492s)
(394^8772+1)^2-2 is composite: RES64: [82388BDE1BE57477] (231.1810s+0.1718s)
(394^8772-1)^2-2 is composite: RES64: [B2B27A2F248B4DB9] (239.8850s+0.3122s)
(394^8780+1)^2-2 is composite: RES64: [CB1F7D3781FC719A] (228.7592s+0.3278s)
(394^8788-1)^2-2 is composite: RES64: [7E2DCF7BD7378FC3] (230.2175s+0.0710s)
(394^8790+1)^2-2 is composite: RES64: [3D9447E9AB8D6BD6] (229.0557s+0.2809s)
(394^8790-1)^2-2 is composite: RES64: [1CCFCCBC5FE7576C] (228.3836s+0.4372s)
(394^8796-1)^2-2 is composite: RES64: [19C49873A422AD62] (228.8361s+0.7819s)
(394^8801+1)^2-2 is composite: RES64: [B0366AB37D0F9BCE] (230.9926s+0.4529s)
(394^8802+1)^2-2 is composite: RES64: [84A728F77BC3AB17] (231.1809s+0.4214s)
(394^8803-1)^2-2 is composite: RES64: [A95050916C35C10E] (231.2119s+0.4685s)
(394^8807+1)^2-2 is composite: RES64: [0476FD6A9C9A5AED] (227.9149s+0.7656s)
(394^8809-1)^2-2 is composite: RES64: [631AB0E9A474B503] (232.7112s+0.3123s)
(394^8811+1)^2-2 is composite: RES64: [3774E10604FBE131] (231.0033s+0.2709s)
(394^8817-1)^2-2 is composite: RES64: [8C3E61D0B46E6191] (237.1503s+0.3124s)
(394^8823-1)^2-2 is composite: RES64: [C4CF810515B8E843] (231.0818s+0.1145s)
(394^8832-1)^2-2 is composite: RES64: [CE4EB855626AB22D] (237.2684s+0.1310s)
(394^8838-1)^2-2 is composite: RES64: [A0210B339434AFD1] (237.5721s+0.2809s)
(394^8850+1)^2-2 is composite: RES64: [3CB73410F55A7A8E] (231.6028s+0.2029s)
(394^8852+1)^2-2 is composite: RES64: [47F60A43D9D951BC] (233.0717s+0.1404s)
(394^8855+1)^2-2 is composite: RES64: [338052411E6F4058] (231.9573s+0.5819s)
(394^8857-1)^2-2 is composite: RES64: [7BC9EB6E5833D7F6] (234.7244s+0.1871s)
(394^8872-1)^2-2 is composite: RES64: [C2F714A36BE709B9] (235.7907s+0.3004s)
(394^8873+1)^2-2 is composite: RES64: [208B2888AD5878F4] (235.2805s+0.0868s)
(394^8877+1)^2-2 is composite: RES64: [8227BC3A95F9AF32] (236.3218s+0.3124s)
(394^8882+1)^2-2 is composite: RES64: [7E84FEAB30993F3A] (231.2899s+0.5941s)
(394^8883-1)^2-2 is composite: RES64: [16F117BE26DB2199] (228.4150s+0.1403s)
(394^8889-1)^2-2 is composite: RES64: [EAFB33B025F83643] (235.8457s+0.1309s)
(394^8892+1)^2-2 is composite: RES64: [5F6F17A8A72DDC9F] (231.2907s+0.2812s)
(394^8913-1)^2-2 is composite: RES64: [9F0A670C59B412C4] (233.2848s+0.1302s)
(394^8918+1)^2-2 is composite: RES64: [29BDF1083EF63508] (236.8534s+0.2496s)
(394^8920-1)^2-2 is composite: RES64: [399FB87290BB2F7B] (242.0781s+0.1181s)
(394^8922+1)^2-2 is composite: RES64: [9EBBD19D32C3E911] (233.3626s+0.3809s)
(394^8937+1)^2-2 is composite: RES64: [1DF00E170B9703DA] (239.6334s+0.2979s)
(394^8938-1)^2-2 is composite: RES64: [62D454ADAAF537BC] (236.5564s+0.2186s)
(394^8943+1)^2-2 is composite: RES64: [DAF589F333D095AC] (237.0398s+0.2967s)
(394^8946-1)^2-2 is composite: RES64: [2082CA293229A438] (235.5626s+0.1735s)
(394^8949-1)^2-2 is composite: RES64: [A4B2B5E4F72DA73A] (232.2745s+0.3978s)
(394^8953-1)^2-2 is composite: RES64: [A8592A0A949DF253] (233.3218s+0.3906s)
(394^8958-1)^2-2 is composite: RES64: [51A9F088AC23F128] (237.1648s+0.1560s)
(394^8960+1)^2-2 is composite: RES64: [C9454A8110030470] (237.7913s+0.3748s)
(394^8964+1)^2-2 is composite: RES64: [0CD6370DB22908C8] (236.8846s+0.1869s)
(394^8968-1)^2-2 is composite: RES64: [915AAA67725CDCB2] (235.1814s+0.2966s)
(394^8970-1)^2-2 is composite: RES64: [E20DE2FAAD25866A] (236.2739s+0.5780s)
(394^8978+1)^2-2 is composite: RES64: [47B9B62621F55F22] (234.0716s+0.2810s)
(394^8982+1)^2-2 is composite: RES64: [62E6B77E630D419A] (239.3223s+0.2343s)
(394^9003+1)^2-2 is composite: RES64: [C5E76A2590B51664] (241.7900s+0.2501s)
(394^9021+1)^2-2 is composite: RES64: [5A098518BF8D20A5] (241.5416s+0.3592s)
(394^9022-1)^2-2 is composite: RES64: [AFF734FDF3E67596] (247.5833s+0.3957s)
(394^9025-1)^2-2 is composite: RES64: [3425648D943468F5] (241.3310s+0.1789s)
(394^9033+1)^2-2 is composite: RES64: [DB5B1F8C1C5B53CA] (237.1806s+0.3122s)
(394^9033-1)^2-2 is composite: RES64: [BC1D2B582BA8E819] (255.4302s+0.1277s)
(394^9035+1)^2-2 is composite: RES64: [A49BCCD4E659E20D] (247.5576s+0.1562s)
(394^9042-1)^2-2 is composite: RES64: [AFCFADCAEB37F367] (234.7086s+0.2497s)
(394^9045-1)^2-2 is composite: RES64: [2CAD1BE924222617] (238.4230s+0.1362s)
(394^9048+1)^2-2 is composite: RES64: [1EFE411432910BEC] (238.7438s+0.3908s)
(394^9051+1)^2-2 is composite: RES64: [58B6292FCDC8820A] (238.1654s+0.1410s)
(394^9052-1)^2-2 is composite: RES64: [26F26A29EEB5A752] (238.8617s+0.5154s)
(394^9058-1)^2-2 is composite: RES64: [23BC0007EDE976AA] (239.4689s+0.2092s)
(394^9070-1)^2-2 is composite: RES64: [5B537E2B5D836A8D] (240.9788s+0.1345s)
(394^9072+1)^2-2 is composite: RES64: [4638D8C0CB1F6F02] (241.3998s+0.5007s)
(394^9075-1)^2-2 is composite: RES64: [2565A2F94864AB21] (247.5007s+0.1648s)
(394^9079-1)^2-2 is composite: RES64: [26195024BE83FDA7] (241.7683s+0.2730s)
(394^9084+1)^2-2 is composite: RES64: [06ED488B3B4771DE] (243.3385s+0.7029s)
(394^9087+1)^2-2 is composite: RES64: [1947FF5822A5BABD] (242.3055s+0.4724s)
(394^9100-1)^2-2 is composite: RES64: [41F2C920F9033847] (242.3997s+0.7162s)
(394^9105+1)^2-2 is composite: RES64: [997FBCDB44B3922C] (240.4509s+0.4217s)
(394^9108-1)^2-2 is composite: RES64: [E9B4CE3BC067200E] (238.3223s+0.3555s)
(394^9110+1)^2-2 is composite: RES64: [94A86E24343C19FD] (241.2287s+0.3124s)
(394^9113+1)^2-2 is composite: RES64: [F058FA91DFDF076E] (243.9940s+0.4061s)
(394^9114+1)^2-2 is composite: RES64: [F73B1B66733CDF6E] (243.2289s+0.3119s)
(394^9118-1)^2-2 is composite: RES64: [FCD5CF360F97748C] (241.5255s+0.3124s)
(394^9120+1)^2-2 is composite: RES64: [317DE0F041EF2195] (241.7792s+0.1361s)
(394^9130-1)^2-2 is composite: RES64: [E419B9269036E362] (244.2689s+0.3350s)
(394^9153+1)^2-2 is composite: RES64: [FEDEFB45CFC10785] (242.0568s+0.2028s)
(394^9153-1)^2-2 is composite: RES64: [21B626D62042FA8C] (244.2291s+0.2500s)
(394^9156-1)^2-2 is composite: RES64: [07F7F0AD2B8E96BA] (253.4618s+0.2657s)
(394^9165+1)^2-2 is composite: RES64: [E349866220E7675B] (248.6044s+0.3136s)
(394^9169-1)^2-2 is composite: RES64: [61479737BF9402DE] (241.3694s+0.2655s)
(394^9172-1)^2-2 is composite: RES64: [72514B67376CED70] (241.5099s+0.1405s)
(394^9174+1)^2-2 is composite: RES64: [EFC33286866E0CCE] (244.4936s+0.1560s)
(394^9192-1)^2-2 is composite: RES64: [273E05E06AECC7EF] (243.7972s+0.1719s)
(394^9195+1)^2-2 is composite: RES64: [C0D1AD42BEEE73E7] (241.4008s+0.7752s)
(394^9215+1)^2-2 is composite: RES64: [6470928E0C3A44D6] (243.9267s+0.2242s)
(394^9232-1)^2-2 is composite: RES64: [23AACE25A6FF7071] (244.7384s+0.1297s)
(394^9242+1)^2-2 is composite: RES64: [27216E9D5BB03FFE] (244.2372s+0.1326s)
(394^9245+1)^2-2 is composite: RES64: [60278A6E72FD5E93] (243.9166s+0.4683s)
(394^9252+1)^2-2 is composite: RES64: [84D2D0FC2EA2B0E8] (242.6926s+0.2536s)
(394^9263+1)^2-2 is composite: RES64: [ABC17439FD1F04DD] (246.2840s+0.1171s)
(394^9267-1)^2-2 is composite: RES64: [9D476CA4B71F268A] (245.7137s+0.3122s)
(394^9275+1)^2-2 is composite: RES64: [EB83D34C075D2E6A] (247.1670s+0.3122s)
(394^9288+1)^2-2 is composite: RES64: [4F4497B0B8278402] (257.0105s+0.4997s)
(394^9289-1)^2-2 is composite: RES64: [88C744BED4AE2289] (252.2298s+0.5001s)
(394^9305+1)^2-2 is composite: RES64: [BD735494027A1AA8] (249.6049s+0.2810s)
(394^9308+1)^2-2 is composite: RES64: [1C6F2CE4A230DEEE] (246.7285s+0.4686s)
(394^9312-1)^2-2 is composite: RES64: [0E359475FB704859] (252.8861s+0.3588s)
(394^9315-1)^2-2 is composite: RES64: [D728754C15384E98] (248.2140s+0.2341s)
(394^9319-1)^2-2 is composite: RES64: [1E583FDE79175136] (246.0417s+0.2966s)
(394^9338+1)^2-2 is composite: RES64: [0C882EE32AD057C7] (249.3067s+0.3906s)
(394^9341+1)^2-2 is composite: RES64: [551C1BBA777A6FDE] (249.2526s+0.2112s)
(394^9345-1)^2-2 is composite: RES64: [ED9ED07B9880FF58] (247.1669s+0.1560s)
(394^9348+1)^2-2 is composite: RES64: [ECBFE00D78815BEF] (253.1195s+0.3747s)
(394^9351+1)^2-2 is composite: RES64: [B1849CF2C761C1F8] (247.9586s+0.2500s)
(394^9360+1)^2-2 is composite: RES64: [775B69F6321D8265] (369.5924s+1.4113s)
(394^9363-1)^2-2 is composite: RES64: [ABF274B4CBEDD687] (342.3074s+0.0102s)
(394^9372+1)^2-2 is composite: RES64: [14483222DF5ADA03] (266.3593s+0.0086s)
(394^9377+1)^2-2 is composite: RES64: [AE18825E688881C4] (255.1448s+0.2415s)
(394^9378-1)^2-2 is composite: RES64: [A869FB6BA251F941] (250.0577s+0.4528s)
(394^9379-1)^2-2 is composite: RES64: [10444D16A0B2D07E] (252.3852s+0.2655s)
(394^9383+1)^2-2 is composite: RES64: [6D2061835D179E34] (257.0899s+0.4060s)
(394^9388-1)^2-2 is composite: RES64: [C57E99AB45938A8F] (249.4481s+0.3280s)
(394^9393+1)^2-2 is composite: RES64: [D55B3B234CDD91F5] (251.4474s+0.4531s)
(394^9408-1)^2-2 is composite: RES64: [D4A5D2D52ECA13F4] (249.3818s+0.1290s)
(394^9409-1)^2-2 is composite: RES64: [00BE26D45C1AFC27] (250.3235s+0.2341s)
(394^9410+1)^2-2 is composite: RES64: [F7668D3731658942] (249.5576s+0.3123s)
(394^9417-1)^2-2 is composite: RES64: [68447ADFE92F56D3] (251.3291s+0.2828s)
(394^9418-1)^2-2 is composite: RES64: [68C10ED329D030FC] (260.6528s+0.5386s)
(394^9432+1)^2-2 is composite: RES64: [5758D65C6CADC5EA] (254.5581s+0.3904s)
(394^9439-1)^2-2 is composite: RES64: [5B610DD614EFC59A] (257.0571s+0.1565s)
(394^9445-1)^2-2 is composite: RES64: [DEF7CC8BD1B66B7A] (253.2145s+0.3123s)
(394^9453+1)^2-2 is composite: RES64: [E25CDF8C2447F5E0] (253.6986s+0.4373s)
(394^9455+1)^2-2 is composite: RES64: [94FA440816BB8F2B] (254.2594s+0.5312s)
(394^9459-1)^2-2 is composite: RES64: [D5280C09AB00B309] (259.2297s+0.1268s)
(394^9462-1)^2-2 is composite: RES64: [6C25B30F04D2F2E3] (252.8861s+0.2028s)
(394^9465+1)^2-2 is composite: RES64: [9E518077E8EB4679] (252.8706s+0.1875s)
(394^9472-1)^2-2 is composite: RES64: [BADA25FECE129477] (248.6973s+0.2498s)
(394^9473+1)^2-2 is composite: RES64: [CCEEA12DA038CF0C] (258.4804s+0.6873s)
(394^9482+1)^2-2 is composite: RES64: [10F5B7C14BB1A77A] (247.7762s+0.5470s)
(394^9492+1)^2-2 is composite: RES64: [D973184451D35254] (254.9022s+0.3592s)
(394^9495-1)^2-2 is composite: RES64: [90C4807626DCE75C] (252.9631s+0.4997s)
(394^9504+1)^2-2 is composite: RES64: [AA5A016E8C19B59A] (286.6233s+0.2215s)
(394^9505-1)^2-2 is composite: RES64: [D9B892B9C4FCBBB3] (279.5179s+0.3886s)
(394^9507-1)^2-2 is composite: RES64: [26D098300875A0D3] (280.7102s+0.4232s)
(394^9510-1)^2-2 is composite: RES64: [B7BC896EBA53068D] (283.9801s+0.1592s)
(394^9528+1)^2-2 is composite: RES64: [C4086CDC8ADB268E] (281.1236s+0.3280s)
(394^9529-1)^2-2 is composite: RES64: [3F433B53325683ED] (278.7470s+0.6091s)
(394^9540-1)^2-2 is composite: RES64: [18F10527B5D9C278] (286.7492s+0.8438s)
(394^9542+1)^2-2 is composite: RES64: [56B4C215FB309820] (278.8891s+0.2342s)
(394^9543-1)^2-2 is composite: RES64: [32A2BC282E2D029B] (274.2632s+0.3122s)
(394^9553-1)^2-2 is composite: RES64: [0BD4FB750E31C669] (280.9818s+1.5002s)
(394^9578+1)^2-2 is composite: RES64: [4541DA6E9410B9EA] (279.6208s+0.1587s)
(394^9585-1)^2-2 is composite: RES64: [E0A1F7E044C828A4] (280.8267s+0.2654s)
(394^9600+1)^2-2 is composite: RES64: [B462050087245508] (277.5863s+0.1918s)
(394^9602+1)^2-2 is composite: RES64: [CD744A1ED33412B5] (283.8835s+0.1152s)
(394^9610-1)^2-2 is composite: RES64: [488DCBA2C7A758E3] (281.3641s+0.1344s)
(394^9611+1)^2-2 is composite: RES64: [68B479EC9B0C8EB5] (284.7585s+0.3003s)
(394^9612+1)^2-2 is composite: RES64: [7B5CDAA1DF56E42B] (285.3895s+0.3597s)
(394^9615+1)^2-2 is composite: RES64: [6AA0D40FB76ED563] (282.1414s+0.4998s)
(394^9615-1)^2-2 is composite: RES64: [B83B6C544E30381B] (285.4665s+0.4664s)
(394^9618+1)^2-2 is composite: RES64: [90EF9F6DEA32A3C7] (281.1236s+0.1719s)
(394^9625-1)^2-2 is composite: RES64: [5BC69523BB12B518] (286.2979s+0.2167s)
